rank	title	link	year	genre	description
942	Kal Ho Naa Ho	https://www.imdb.com/title/tt0347304/?ref_=adv_li_tt	2003	Comedy, Drama, Musical	Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her.
943	My Life as a Zucchini	https://www.imdb.com/title/tt2321405/?ref_=adv_li_tt	2016	Animation, Comedy, Drama	After losing his mother, a young boy is sent to an orphanage with other orphans his age where he begins to learn the meaning of trust and true love.
944	Tae Guk Gi: The Brotherhood of War	https://www.imdb.com/title/tt0386064/?ref_=adv_li_tt	2004	Action, Drama, War	When two brothers are forced to fight in the Korean War, the elder decides to take the riskiest missions if it will help shield the younger from battle.
945	Article 15	https://www.imdb.com/title/tt10324144/?ref_=adv_li_tt	2019	Crime, Drama, Mystery	In the rural heartlands of India, an upright police officer sets out on a crusade against violent caste-based crimes and discrimination.
946	Umberto D.	https://www.imdb.com/title/tt0045274/?ref_=adv_li_tt	1952	Drama	An elderly man and his dog struggle to survive on his government pension in Rome.
947	Rome, Open City	https://www.imdb.com/title/tt0038890/?ref_=adv_li_tt	1945	Drama, Thriller, War	During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape.
948	Jean de Florette	https://www.imdb.com/title/tt0091288/?ref_=adv_li_tt	1986	Comedy, Drama	A greedy landowner and his backward nephew conspire to block the only water source for an adjoining property in order to bankrupt the owner and force him to sell.
949	Elite Squad 2: The Enemy Within	https://www.imdb.com/title/tt1555149/?ref_=adv_li_tt	2010	Action, Crime, Drama	After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups.
950	Chhichhore	https://www.imdb.com/title/tt9052870/?ref_=adv_li_tt	2019	Comedy, Drama, Romance	A tragic incident forces Anirudh, a middle-aged man, to take a trip down memory lane and reminisce his college days along with his friends, who were labelled as losers.
951	The Grand Illusion	https://www.imdb.com/title/tt0028950/?ref_=adv_li_tt	1937	Drama, War	During WWI, two French soldiers are captured and imprisoned in a German P.O.W. camp. Several escape attempts follow until they are eventually sent to a seemingly inescapable fortress.
952	Zelig	https://www.imdb.com/title/tt0086637/?ref_=adv_li_tt	1983	Comedy	"Documentary" about a man who can look and act like whoever he's around, and meets various famous people.
953	Soorarai Pottru	https://www.imdb.com/title/tt10189514/?ref_=adv_li_tt	2020	Action, Drama	Nedumaaran Rajangam "Maara" sets out to make the common man fly and in the process takes on the world's most capital intensive industry and several enemies who stand in his way.
954	Sullivan's Travels	https://www.imdb.com/title/tt0034240/?ref_=adv_li_tt	1941	Adventure, Comedy, Drama	Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
955	C.R.A.Z.Y.	https://www.imdb.com/title/tt0401085/?ref_=adv_li_tt	2005	Comedy, Drama	A young French Canadian, one of five boys in a conservative family in the 1960s and 1970s, struggles to reconcile his emerging identity with his father's values.
956	Viridiana	https://www.imdb.com/title/tt0055601/?ref_=adv_li_tt	1961	Drama	Viridiana, a young nun about to take her final vows, pays a visit to her widowed uncle at the request of her Mother Superior.
957	G.O.R.A.	https://www.imdb.com/title/tt0384116/?ref_=adv_li_tt	2004	Adventure, Comedy, Sci-Fi	A slick young Turk kidnapped by extraterrestrials shows his great « humanitarian spirit » by outwitting the evil commander-in-chief of the planet of G.O.R.A.
958	The Past	https://www.imdb.com/title/tt2404461/?ref_=adv_li_tt	2013	Drama, Mystery	An Iranian man deserts his French wife and her two children to return to his homeland. Meanwhile, his wife starts up a new relationship, a reality her husband confronts upon his wife's request for a divorce.
959	English Vinglish	https://www.imdb.com/title/tt2181931/?ref_=adv_li_tt	2012	Comedy, Drama, Family	A quiet, sweet tempered housewife endures small slights from her well-educated husband and daughter every day because of her inability to speak and understand English.
960	Swades	https://www.imdb.com/title/tt0367110/?ref_=adv_li_tt	2004	Drama, Musical	A successful Indian scientist returns to an Indian village to take his nanny to America with him and in the process rediscovers his roots.
961	Sanjuro	https://www.imdb.com/title/tt0056443/?ref_=adv_li_tt	1962	Action, Drama, Thriller	A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent.
962	Through a Glass Darkly	https://www.imdb.com/title/tt0055499/?ref_=adv_li_tt	1961	Drama	Recently released from a mental hospital, Karin rejoins her emotionally disconnected family in their island home, only to slip from reality as she begins to believe she is being visited by God.
963	Veer Zaara	https://www.imdb.com/title/tt0420332/?ref_=adv_li_tt	2004	Drama, Family, Musical	"Veer-Zaara" is a saga of love, separation, courage, and sacrifice. A love story that is an inspiration and will remain a legend forever.
964	Rocketry: The Nambi Effect	https://www.imdb.com/title/tt9263550/?ref_=adv_li_tt	2022	Biography, Drama	Based on the life of Indian Space Research Organization scientist Nambi Narayanan, who was framed for being a spy and arrested in 1994. Though free, he continues to fight for justice against the officials who falsely implicated him.
965	Pad Man	https://www.imdb.com/title/tt7218518/?ref_=adv_li_tt	2018	Comedy, Drama	Upon realizing the extent to which women are affected by their menses, a man sets out to create a sanitary pad machine and to provide inexpensive sanitary pads to the women of rural India.
966	Badhaai Ho	https://www.imdb.com/title/tt7725596/?ref_=adv_li_tt	2018	Comedy, Drama	A man is embarrassed when he finds out his mother is pregnant.
967	Munna Bhai M.B.B.S.	https://www.imdb.com/title/tt0374887/?ref_=adv_li_tt	2003	Comedy, Drama	A gangster sets out to fulfill his father's dream of becoming a doctor.
968	Tangerines	https://www.imdb.com/title/tt2991224/?ref_=adv_li_tt	2013	Drama, War	In 1992, war rages in Abkhazia, a breakaway region of Georgia. An Estonian man Ivo has decided to stay behind and harvest his crops of tangerines. In a bloody conflict at his door, a wounded man is left behind, and Ivo takes him in.
969	Chak De! India	https://www.imdb.com/title/tt0871510/?ref_=adv_li_tt	2007	Drama, Family, Sport	Kabir Khan, the coach of the Indian Women's National Hockey Team, dreams of making his all-girls team emerge victorious against all odds.
970	Sholay	https://www.imdb.com/title/tt0073707/?ref_=adv_li_tt	1975	Action, Adventure, Comedy	After his family is murdered by a notorious and ruthless bandit, a former police officer enlists the services of two outlaws to capture the bandit.
971	Bhaag Milkha Bhaag	https://www.imdb.com/title/tt2356180/?ref_=adv_li_tt	2013	Biography, Drama, Sport	The truth behind the ascension of Milkha Singh, who was scarred by of the India-Pakistan partition.
972	Asuran	https://www.imdb.com/title/tt9477520/?ref_=adv_li_tt	2019	Action, Drama	The teenage son of a farmer from an underprivileged caste kills a rich, upper caste landlord. How the pacifist farmer saves his hot-blooded son is the rest of the story.
973	The Bandit	https://www.imdb.com/title/tt0116231/?ref_=adv_li_tt	1996	Crime, Drama, Thriller	Baran the Bandit, released from prison after 35 years, searches for vengeance and his lover.
974	Winter Light	https://www.imdb.com/title/tt0057358/?ref_=adv_li_tt	1963	Drama	A small-town priest struggles with his faith.
975	M.S. Dhoni: The Untold Story	https://www.imdb.com/title/tt4169250/?ref_=adv_li_tt	2016	Biography, Drama, Sport	The untold story of Mahendra Singh Dhoni's journey from ticket collector to trophy collector - the world-cup-winning captain of the Indian Cricket Team.
976	Carry On, Munna Bhai	https://www.imdb.com/title/tt0456144/?ref_=adv_li_tt	2006	Comedy, Drama, Romance	Munna Bhai embarks on a journey with Mahatma Gandhi in order to fight against a corrupt property dealer.
977	A Wednesday	https://www.imdb.com/title/tt1280558/?ref_=adv_li_tt	2008	Action, Crime, Drama	A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
978	Rangasthalam 1985	https://www.imdb.com/title/tt7392212/?ref_=adv_li_tt	2018	Action, Drama	Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.
979	Kahaani	https://www.imdb.com/title/tt1821480/?ref_=adv_li_tt	2012	Mystery, Thriller	A pregnant woman's search for her missing husband takes her from London to Kolkata, but everyone she questions denies having ever met him.
980	Super 30	https://www.imdb.com/title/tt7485048/?ref_=adv_li_tt	2019	Biography, Drama	Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
981	Airlift	https://www.imdb.com/title/tt4387040/?ref_=adv_li_tt	2016	Action, Drama, History	When Iraq invades Kuwait in August 1990, a callous Indian businessman becomes the spokesperson for more than 170,000 stranded countrymen.
982	Black	https://www.imdb.com/title/tt0375611/?ref_=adv_li_tt	2005	Drama	The cathartic tale of a young woman who can't see, hear, or speak, and the teacher who brings a ray of light into her dark world.
983	Hera Pheri	https://www.imdb.com/title/tt0242519/?ref_=adv_li_tt	2000	Action, Comedy, Crime	Three unemployed men look for answers to all their money problems - but when their opportunity arrives, will they know what to do with it?
984	Queen	https://www.imdb.com/title/tt3322420/?ref_=adv_li_tt	2013	Adventure, Comedy, Drama	A Delhi girl from a traditional family sets out on a solo honeymoon after her marriage gets cancelled.
985	The Circus	https://www.imdb.com/title/tt0018773/?ref_=adv_li_tt	1928	Comedy, Family, Romance	The Tramp finds work and the girl of his dreams at a circus.
986	Everything's Gonna Be Great	https://www.imdb.com/title/tt0263438/?ref_=adv_li_tt	1998	Comedy, Drama, Thriller	When Altan swipes prescription drugs from his brother Nuri's pharmacy, they soon find themselves on a dangerous but funny road trip to get rid of the stuff and escape the mafiosi Altan ... See full summary »
987	Dev.D	https://www.imdb.com/title/tt1327035/?ref_=adv_li_tt	2009	Comedy, Drama, Romance	After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?
988	Vizontele	https://www.imdb.com/title/tt0270053/?ref_=adv_li_tt	2001	Comedy, Drama	Lives of residents in a small, Anatolian village change when television is introduced to them.
989	Udaan	https://www.imdb.com/title/tt1639426/?ref_=adv_li_tt	2010	Drama	Expelled from his school, a 16-year old boy returns home to his abusive and oppressive father.
990	Hindi Medium	https://www.imdb.com/title/tt5764096/?ref_=adv_li_tt	2017	Comedy, Drama	A couple from Chandni Chowk aspire to give their daughter the best education and thus be a part of and accepted by the elite of Delhi.
991	Drishyam	https://www.imdb.com/title/tt3417422/?ref_=adv_li_tt	2013	Crime, Drama, Thriller	A man goes to extreme lengths to save his family from punishment after the family commits an accidental crime.
992	Drishyam 2	https://www.imdb.com/title/tt12361178/?ref_=adv_li_tt	2021	Crime, Drama, Thriller	A gripping tale of an investigation and a family which is threatened by it. Will Georgekutty be able to protect his family this time?
