rank	title	link	year	genre	description
489	Lion	https://www.imdb.com/title/tt3741834/?ref_=adv_li_tt	2016	Biography, Drama	A five-year-old Indian boy is adopted by an Australian couple after getting lost hundreds of kilometers from home. 25 years later, he sets out to find his lost family.
490	Life of Brian	https://www.imdb.com/title/tt0079470/?ref_=adv_li_tt	1979	Comedy	Born on the original Christmas in the stable next door to Jesus Christ, Brian of Nazareth spends his life being mistaken for a messiah.
491	Philadelphia	https://www.imdb.com/title/tt0107818/?ref_=adv_li_tt	1993	Drama	When a man with HIV is fired by his law firm because of his condition, he hires a homophobic small time lawyer as the only willing advocate for a wrongful dismissal suit.
492	The Last Picture Show	https://www.imdb.com/title/tt0067328/?ref_=adv_li_tt	1971	Drama, Romance	In 1951, a group of high schoolers come of age in a bleak, isolated, atrophied North Texas town that is slowly dying, both culturally and economically.
493	The Night of the Hunter	https://www.imdb.com/title/tt0048424/?ref_=adv_li_tt	1955	Crime, Drama, Film-Noir	A self-proclaimed preacher marries a gullible widow whose young children are reluctant to tell him where their real dad hid the $10,000 he'd stolen in a robbery.
494	The Bourne Supremacy	https://www.imdb.com/title/tt0372183/?ref_=adv_li_tt	2004	Action, Mystery, Thriller	When Jason Bourne is framed for a CIA operation gone awry, he is forced to resume his former life as a trained assassin to survive.
495	Gaslight	https://www.imdb.com/title/tt0036855/?ref_=adv_li_tt	1944	Crime, Drama, Mystery	Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane.
496	Isle of Dogs	https://www.imdb.com/title/tt5104604/?ref_=adv_li_tt	2018	Animation, Adventure, Comedy	Set in Japan, Isle of Dogs follows a boy's odyssey in search of his lost dog.
497	The Raid: Redemption	https://www.imdb.com/title/tt1899353/?ref_=adv_li_tt	2011	Action, Crime, Thriller	A S.W.A.T. team becomes trapped in a tenement run by a ruthless mobster and his army of killers and thugs.
498	Jai Bhim	https://www.imdb.com/title/tt15097216/?ref_=adv_li_tt	2021	Crime, Drama, Mystery	When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.
499	Sling Blade	https://www.imdb.com/title/tt0117666/?ref_=adv_li_tt	1996	Drama	Karl Childers, a simple man hospitalized since his childhood murder of his mother and her lover, is released to start a new life in a small town.
500	Walk the Line	https://www.imdb.com/title/tt0358273/?ref_=adv_li_tt	2005	Biography, Drama, Music	A chronicle of country music legend Johnny Cash's life, from his early days on an Arkansas cotton farm to his rise to fame with Sun Records in Memphis, where he recorded alongside Elvis Presley, Jerry Lee Lewis, and Carl Perkins.
501	M	https://www.imdb.com/title/tt0022100/?ref_=adv_li_tt	1931	Crime, Mystery, Thriller	When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.
502	The Blind Side	https://www.imdb.com/title/tt0878804/?ref_=adv_li_tt	2009	Biography, Drama, Sport	The story of Michael Oher, a homeless and traumatized boy who became an All-American football player and first-round NFL draft pick with the help of a caring woman and her family.
503	Ben-Hur	https://www.imdb.com/title/tt0052618/?ref_=adv_li_tt	1959	Adventure, Drama	After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge.
504	Die Hard with a Vengeance	https://www.imdb.com/title/tt0112864/?ref_=adv_li_tt	1995	Action, Adventure, Thriller	John McClane and a Harlem store owner are targeted by German terrorist Simon in New York City, where he plans to rob the Federal Reserve Building.
505	Mississippi Burning	https://www.imdb.com/title/tt0095647/?ref_=adv_li_tt	1988	Crime, Drama, Mystery	Two F.B.I. Agents with wildly different styles arrive in Mississippi to investigate the disappearance of some civil rights activists.
506	The Theory of Everything	https://www.imdb.com/title/tt2980516/?ref_=adv_li_tt	2014	Biography, Drama, Romance	A look at the relationship between the famous physicist Stephen Hawking and his wife.
507	Do the Right Thing	https://www.imdb.com/title/tt0097216/?ref_=adv_li_tt	1989	Comedy, Drama	On the hottest day of the year on a street in the Bedford-Stuyvesant section of Brooklyn, everyone's hate and bigotry smolders and builds until it explodes into violence.
508	Butch Cassidy and the Sundance Kid	https://www.imdb.com/title/tt0064115/?ref_=adv_li_tt	1969	Biography, Crime, Drama	In 1890s Wyoming, Butch Cassidy and The Sundance Kid lead a band of outlaws. When a train robbery goes wrong, they find themselves on the run with a posse hard on their heels. After considering their options, they escape to South America.
509	The Elephant Man	https://www.imdb.com/title/tt0080678/?ref_=adv_li_tt	1980	Biography, Drama	A Victorian surgeon rescues a heavily disfigured man who is mistreated while scraping a living as a side-show freak. Behind his monstrous façade, there is revealed a person of kindness, intelligence and sophistication.
510	This Is England	https://www.imdb.com/title/tt0480025/?ref_=adv_li_tt	2006	Crime, Drama	A young boy becomes friends with a gang of skinheads. Friends soon become like family, and relationships will be pushed to the very limit.
511	Captain Phillips	https://www.imdb.com/title/tt1535109/?ref_=adv_li_tt	2013	Action, Biography, Crime	The true story of Captain Richard Phillips and the 2009 hijacking by Somali pirates of the U.S.-flagged MV Maersk Alabama, the first American cargo ship to be hijacked in two hundred years.
512	Belle de Jour	https://www.imdb.com/title/tt0061395/?ref_=adv_li_tt	1967	Drama, Romance	A frigid young housewife decides to spend her midweek afternoons as a prostitute.
513	Spartacus	https://www.imdb.com/title/tt0054331/?ref_=adv_li_tt	1960	Adventure, Biography, Drama	The slave Spartacus survives brutal training as a gladiator and leads a violent revolt against the decadent Roman Republic, as the ambitious Crassus seeks to gain power by crushing the uprising.
514	The Outlaw Josey Wales	https://www.imdb.com/title/tt0075029/?ref_=adv_li_tt	1976	Western	Missouri farmer Josey Wales joins a Confederate guerrilla unit and winds up on the run from the Union soldiers who murdered his family.
515	King Kong	https://www.imdb.com/title/tt0024216/?ref_=adv_li_tt	1933	Adventure, Horror, Sci-Fi	A film crew goes to a tropical island for a location shoot, where they capture a colossal ape who takes a shine to their blonde starlet, and bring him back to New York City.
516	Dark Waters	https://www.imdb.com/title/tt9071322/?ref_=adv_li_tt	2019	Biography, Drama, History	A corporate defense attorney takes on an environmental lawsuit against a chemical company that exposes a lengthy history of pollution.
517	Ponyo	https://www.imdb.com/title/tt0876563/?ref_=adv_li_tt	2008	Animation, Adventure, Comedy	A five-year-old boy develops a relationship with Ponyo, a young goldfish princess who longs to become a human after falling in love with him.
518	Rio Bravo	https://www.imdb.com/title/tt0053221/?ref_=adv_li_tt	1959	Drama, Western	A small-town sheriff in the American West enlists the help of a disabled man, a drunk, and a young gunfighter in his efforts to hold in jail the brother of the local bad guy.
519	The Insider	https://www.imdb.com/title/tt0140352/?ref_=adv_li_tt	1999	Biography, Drama, Thriller	A research chemist comes under personal and professional attack when he decides to appear in a 60 Minutes exposé on Big Tobacco.
520	Fiddler on the Roof	https://www.imdb.com/title/tt0067093/?ref_=adv_li_tt	1971	Drama, Family, Musical	In pre-revolutionary Russia, a Jewish peasant with traditional values contends with marrying off three of his daughters with modern romantic ideals while growing anti-Semitic sentiment threatens his village.
521	Straight Outta Compton	https://www.imdb.com/title/tt1398426/?ref_=adv_li_tt	2015	Biography, Drama, History	The rap group NWA emerges from the mean streets of Compton in Los Angeles, California, in the mid-1980s and revolutionizes Hip Hop culture with their music and tales about life in the hood.
522	Cabaret	https://www.imdb.com/title/tt0068327/?ref_=adv_li_tt	1972	Drama, Music, Musical	A female girlie club entertainer in Weimar Republic era Berlin romances two men while the Nazi Party rises to power around them.
523	The Mitchells vs the Machines	https://www.imdb.com/title/tt7979580/?ref_=adv_li_tt	2021	Animation, Action, Adventure	A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.
524	Bound by Honor	https://www.imdb.com/title/tt0106469/?ref_=adv_li_tt	1993	Crime, Drama	Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on step-brothers Paco and Cruz, and their bi-racial cousin Miklo.
525	Ed Wood	https://www.imdb.com/title/tt0109707/?ref_=adv_li_tt	1994	Biography, Comedy, Drama	Ambitious but troubled movie director Edward D. Wood Jr. tries his best to fulfill his dreams despite his lack of talent.
526	A Man for All Seasons	https://www.imdb.com/title/tt0060665/?ref_=adv_li_tt	1966	Biography, Drama, History	The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry.
527	Mr. Smith Goes to Washington	https://www.imdb.com/title/tt0031679/?ref_=adv_li_tt	1939	Comedy, Drama	A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.
528	The Iron Giant	https://www.imdb.com/title/tt0129167/?ref_=adv_li_tt	1999	Animation, Action, Adventure	A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.
529	Network	https://www.imdb.com/title/tt0074958/?ref_=adv_li_tt	1976	Drama	A television network cynically exploits a deranged former anchor's ravings and revelations about the news media for its own profit, but finds that his message may be difficult to control.
530	The Invisible Man	https://www.imdb.com/title/tt0024184/?ref_=adv_li_tt	1933	Horror, Sci-Fi	A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane.
531	Flipped	https://www.imdb.com/title/tt0817177/?ref_=adv_li_tt	I 2010	Comedy, Drama, Romance	Two eighth-graders start to have feelings for each other despite being total opposites.
532	Malcolm X	https://www.imdb.com/title/tt0104797/?ref_=adv_li_tt	1992	Biography, Drama, History	Biographical epic of the controversial and influential Black Nationalist leader, from his early life and career as a small-time gangster, to his ministry as a member of the Nation of Islam and his eventual assassination.
533	Carlito's Way	https://www.imdb.com/title/tt0106519/?ref_=adv_li_tt	1993	Crime, Drama, Thriller	A Puerto Rican former convict, just released from prison, pledges to stay away from drugs and violence despite the pressure around him and lead on to a better life outside of N.Y.C.
534	Arsenic and Old Lace	https://www.imdb.com/title/tt0036613/?ref_=adv_li_tt	1944	Comedy, Crime, Thriller	A Brooklyn writer of books on the futility of marriage risks his reputation after he decides to tie the knot. Things get even more complicated when he learns on his wedding day that his beloved maiden aunts are habitual murderers.
535	Being John Malkovich	https://www.imdb.com/title/tt0120601/?ref_=adv_li_tt	1999	Comedy, Drama, Fantasy	A puppeteer discovers a portal that leads literally into the head of movie star John Malkovich.
536	The Trial of the Chicago 7	https://www.imdb.com/title/tt1070874/?ref_=adv_li_tt	2020	Drama, History, Thriller	The story of 7 people on trial stemming from various charges surrounding the uprising at the 1968 Democratic National Convention in Chicago, Illinois.
537	Annie Hall	https://www.imdb.com/title/tt0075686/?ref_=adv_li_tt	1977	Comedy, Romance	Alvy Singer, a divorced Jewish comedian, reflects on his relationship with ex-lover Annie Hall, an aspiring nightclub singer, which ended abruptly just like his previous marriages.
538	On the Waterfront	https://www.imdb.com/title/tt0047296/?ref_=adv_li_tt	1954	Crime, Drama, Thriller	An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.
539	Ghost in the Shell	https://www.imdb.com/title/tt0113568/?ref_=adv_li_tt	1995	Animation, Action, Crime	A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.
540	Thirteen Lives	https://www.imdb.com/title/tt12262116/?ref_=adv_li_tt	2022	Action, Adventure, Biography	A rescue mission is assembled in Thailand where a group of young boys and their soccer coach are trapped in a system of underground caves that are flooding.
541	In the Heat of the Night	https://www.imdb.com/title/tt0061811/?ref_=adv_li_tt	1967	Drama, Mystery, Thriller	A black Philadelphia police detective is mistakenly suspected of a local murder while passing through a racially hostile Mississippi town, and after being cleared is reluctantly asked by the police chief to investigate the case.
542	Star Trek Into Darkness	https://www.imdb.com/title/tt1408101/?ref_=adv_li_tt	2013	Action, Adventure, Sci-Fi	After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction.
543	Awakenings	https://www.imdb.com/title/tt0099077/?ref_=adv_li_tt	1990	Biography, Drama	The victims of an encephalitis epidemic many years ago have been catatonic ever since, but now a new drug offers the prospect of reviving them.
544	Papillon	https://www.imdb.com/title/tt0070511/?ref_=adv_li_tt	1973	Biography, Crime, Drama	A French convict in the 1930s befriends a fellow criminal as the two of them begin serving their sentence in the South American penal colony on Devil's Island, which inspires the man to plot his escape.
545	Harakiri	https://www.imdb.com/title/tt0056058/?ref_=adv_li_tt	1962	Action, Drama, Mystery	When a ronin requesting seppuku at a feudal lord's palace is told of the brutal suicide of another ronin who previously visited, he reveals how their pasts are intertwined - and in doing so challenges the clan's integrity.
546	Before Sunset	https://www.imdb.com/title/tt0381681/?ref_=adv_li_tt	2004	Drama, Romance	Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.
547	What Ever Happened to Baby Jane?	https://www.imdb.com/title/tt0056687/?ref_=adv_li_tt	1962	Drama, Horror, Thriller	A former child star torments her paraplegic sister in their decaying Hollywood mansion.
548	Cool Hand Luke	https://www.imdb.com/title/tt0061512/?ref_=adv_li_tt	1967	Crime, Drama	A laid-back Southern man is sentenced to two years in a rural prison, but refuses to conform.
549	Changeling	https://www.imdb.com/title/tt0824747/?ref_=adv_li_tt	2008	Biography, Crime, Drama	Grief-stricken mother Christine Collins takes on the L.A.P.D. to her own detriment when they try to pass off an obvious impostor as her missing child.
550	The Wrestler	https://www.imdb.com/title/tt1125849/?ref_=adv_li_tt	2008	Drama, Sport	A faded professional wrestler must retire, but finds his quest for a new life outside the ring a dispiriting struggle.
551	Paddington 2	https://www.imdb.com/title/tt4468740/?ref_=adv_li_tt	2017	Adventure, Comedy, Family	Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.
552	Cape Fear	https://www.imdb.com/title/tt0055824/?ref_=adv_li_tt	1962	Drama, Thriller	A lawyer's family is stalked by a man he once helped put in jail.
553	A Man Called Ove	https://www.imdb.com/title/tt4080728/?ref_=adv_li_tt	2015	Comedy, Drama, Romance	Ove, an ill-tempered, isolated retiree who spends his days enforcing block association rules and visiting his wife's grave, has finally given up on life just as an unlikely friendship develops with his boisterous new neighbors.
554	Crouching Tiger, Hidden Dragon	https://www.imdb.com/title/tt0190332/?ref_=adv_li_tt	2000	Action, Adventure, Drama	A young Chinese warrior steals a sword from a famed swordsman and then escapes into a world of romantic adventure with a mysterious man in the frontier of the nation.
555	Serpico	https://www.imdb.com/title/tt0070666/?ref_=adv_li_tt	1973	Biography, Crime, Drama	An honest New York cop named Frank Serpico blows the whistle on rampant corruption in the force only to have his comrades turn against him.
556	Adaptation.	https://www.imdb.com/title/tt0268126/?ref_=adv_li_tt	2002	Comedy, Drama	A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' by Susan Orlean for the screen.
557	Short Term 12	https://www.imdb.com/title/tt2370248/?ref_=adv_li_tt	2013	Drama	A 20-something supervising staff member of a residential treatment facility navigates the troubled waters of that world alongside her co-worker and longtime boyfriend.
558	Dangal	https://www.imdb.com/title/tt5074352/?ref_=adv_li_tt	2016	Action, Biography, Drama	Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.
559	Sing Street	https://www.imdb.com/title/tt3544112/?ref_=adv_li_tt	2016	Comedy, Drama, Music	A boy growing up in Dublin during the 1980s escapes his strained family life by starting a band to impress the mysterious girl he likes.
560	Ran	https://www.imdb.com/title/tt0089881/?ref_=adv_li_tt	1985	Action, Drama, War	In Medieval Japan, an elderly warlord retires, handing over his empire to his three sons. However, he vastly underestimates how the new-found power will corrupt them and cause them to turn on each other...and him.
561	A Separation	https://www.imdb.com/title/tt1832382/?ref_=adv_li_tt	2011	Drama	A married couple are faced with a difficult decision - to improve the life of their child by moving to another country or to stay in Iran and look after a deteriorating parent who has Alzheimer's disease.
562	Clerks	https://www.imdb.com/title/tt0109445/?ref_=adv_li_tt	1994	Comedy	A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof.
563	Paths of Glory	https://www.imdb.com/title/tt0050825/?ref_=adv_li_tt	1957	Drama, War	After refusing to attack an enemy position, a general accuses the soldiers of cowardice and their commanding officer must defend them.
564	Detachment	https://www.imdb.com/title/tt1683526/?ref_=adv_li_tt	2011	Drama	A substitute teacher who drifts from classroom to classroom finds a connection to the students and teachers during his latest assignment.
565	October Sky	https://www.imdb.com/title/tt0132477/?ref_=adv_li_tt	1999	Biography, Drama, Family	The true story of Homer Hickam, a coal miner's son who was inspired by the first Sputnik launch to take up rocketry against his father's wishes.
566	In the Name of the Father	https://www.imdb.com/title/tt0107207/?ref_=adv_li_tt	1993	Biography, Crime, Drama	A man's coerced confession to an I.R.A. bombing he did not commit results in the imprisonment of his father as well. An English lawyer fights to free them.
567	Rushmore	https://www.imdb.com/title/tt0128445/?ref_=adv_li_tt	1998	Comedy, Drama, Romance	A teenager at Rushmore Academy falls for a much older teacher and befriends a middle-aged industrialist. Later, he finds out that his love interest and his friend are having an affair, which prompts him to begin a vendetta.
568	Paprika	https://www.imdb.com/title/tt0851578/?ref_=adv_li_tt	2006	Animation, Drama, Fantasy	When a machine that allows therapists to enter their patients' dreams is stolen, all hell breaks loose. Only a young female therapist, Paprika, can stop it.
569	The Conversation	https://www.imdb.com/title/tt0071360/?ref_=adv_li_tt	1974	Drama, Mystery, Thriller	A paranoid, secretive surveillance expert has a crisis of conscience when he suspects that the couple he is spying on will be murdered.
570	OMG: Oh My God!	https://www.imdb.com/title/tt2283748/?ref_=adv_li_tt	2012	Comedy, Drama, Fantasy	A shopkeeper takes God to court when his shop is destroyed by an earthquake.
571	Glengarry Glen Ross	https://www.imdb.com/title/tt0104348/?ref_=adv_li_tt	1992	Crime, Drama, Mystery	An examination of the machinations behind the scenes at a real estate office.
572	Amores Perros	https://www.imdb.com/title/tt0245712/?ref_=adv_li_tt	2000	Drama, Thriller	A horrific car accident connects three stories, each involving characters dealing with loss, regret, and life's harsh realities, all in the name of love.
573	The Wind Rises	https://www.imdb.com/title/tt2013293/?ref_=adv_li_tt	2013	Animation, Biography, Drama	A look at the life of Jiro Horikoshi, the man who designed Japanese fighter planes during World War II.
574	Roma	https://www.imdb.com/title/tt6155172/?ref_=adv_li_tt	2018	Drama	A year in the life of a middle-class family's maid in Mexico City in the early 1970s.
575	Touch of Evil	https://www.imdb.com/title/tt0052311/?ref_=adv_li_tt	1958	Crime, Drama, Film-Noir	A stark, perverse story of murder, kidnapping and police corruption in a Mexican border town.
576	Fantasia	https://www.imdb.com/title/tt0032455/?ref_=adv_li_tt	1940	Animation, Family, Fantasy	A series of eight famous pieces of classical music, conducted by Leopold Stokowski and interpreted in animation by Walt Disney's team of artists.
577	Wings of Desire	https://www.imdb.com/title/tt0093191/?ref_=adv_li_tt	1987	Drama, Fantasy, Romance	An angel tires of his purely ethereal life of merely overseeing the human activity of Berlin's residents, and longs for the tangible joys of physical existence when he falls in love with a mortal.
578	Glory	https://www.imdb.com/title/tt0097441/?ref_=adv_li_tt	1989	Biography, Drama, History	Robert Gould Shaw leads the U.S. Civil War's first all-black volunteer company, fighting prejudices from both his own Union Army, and the Confederates.
579	Billy Elliot	https://www.imdb.com/title/tt0249462/?ref_=adv_li_tt	2000	Drama, Music	A talented young boy becomes torn between his unexpected love of dance and the disintegration of his family.
580	Rebecca	https://www.imdb.com/title/tt0032976/?ref_=adv_li_tt	1940	Drama, Film-Noir, Mystery	A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
581	The Third Man	https://www.imdb.com/title/tt0041959/?ref_=adv_li_tt	1949	Film-Noir, Mystery, Thriller	Pulp novelist Holly Martins travels to shadowy, postwar Vienna, only to find himself investigating the mysterious death of an old friend, Harry Lime.
582	Hannah and Her Sisters	https://www.imdb.com/title/tt0091167/?ref_=adv_li_tt	1986	Comedy, Drama	Between two Thanksgivings two years apart, Hannah's husband falls in love with her sister Lee, while her hypochondriac ex-husband rekindles his relationship with her sister Holly.
583	The Apartment	https://www.imdb.com/title/tt0053604/?ref_=adv_li_tt	1960	Comedy, Drama, Romance	A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue.
584	Doctor Zhivago	https://www.imdb.com/title/tt0059113/?ref_=adv_li_tt	1965	Drama, Romance, War	The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution.
585	Ip Man	https://www.imdb.com/title/tt1220719/?ref_=adv_li_tt	2008	Action, Biography, Drama	During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive.
586	Lilya 4-Ever	https://www.imdb.com/title/tt0300140/?ref_=adv_li_tt	2002	Crime, Drama	Sixteen-year-old Lilja and her only friend, the young boy Volodja, live in Russia, fantasizing about a better life. One day, Lilja falls in love with Andrej, who is going to Sweden, and invites Lilja to come along and start a new life.
587	Mommy	https://www.imdb.com/title/tt3612616/?ref_=adv_li_tt	I 2014	Drama	A widowed single mother, raising her violent son alone, finds new hope when a mysterious neighbor inserts herself into their household.
588	Persona	https://www.imdb.com/title/tt0060827/?ref_=adv_li_tt	1966	Drama, Thriller	A nurse is put in charge of a mute actress and finds that their personae are melding together.
589	The Vanishing	https://www.imdb.com/title/tt0096163/?ref_=adv_li_tt	1988	Mystery, Thriller	Rex and Saskia, a young couple in love, are on vacation. They stop at a busy service station and Saskia is abducted. After three years and no sign of Saskia, Rex begins receiving letters from the abductor.
590	Red River	https://www.imdb.com/title/tt0040724/?ref_=adv_li_tt	1948	Drama, Western	Dunson leads a cattle drive, the culmination of over 14 years of work, to its destination in Missouri. But his tyrannical behavior along the way causes a mutiny, led by his adopted son.
591	Judgment at Nuremberg	https://www.imdb.com/title/tt0055031/?ref_=adv_li_tt	1961	Drama, War	In 1948, an American court in occupied Germany tries four Nazis judged for war crimes.
592	For a Few Dollars More	https://www.imdb.com/title/tt0059578/?ref_=adv_li_tt	1965	Drama, Western	Two bounty hunters with the same intentions team up to track down an escaped Mexican outlaw.
593	Badlands	https://www.imdb.com/title/tt0069762/?ref_=adv_li_tt	1973	Action, Crime, Drama	An impressionable teenage girl from a dead-end town, and her older greaser boyfriend, embark on a killing spree in the South Dakota Badlands.
594	The Cabinet of Dr. Caligari	https://www.imdb.com/title/tt0010323/?ref_=adv_li_tt	1920	Horror, Mystery, Thriller	Hypnotist Dr. Caligari uses a somnambulist, Cesare, to commit murders.
595	Castle in the Sky	https://www.imdb.com/title/tt0092067/?ref_=adv_li_tt	1986	Animation, Adventure, Family	A young boy and a girl with a magic crystal must race against pirates and foreign agents in a search for a legendary floating castle.
596	Before Midnight	https://www.imdb.com/title/tt2209418/?ref_=adv_li_tt	2013	Drama, Romance	We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.
597	Loving Vincent	https://www.imdb.com/title/tt3262342/?ref_=adv_li_tt	2017	Animation, Drama, Mystery	In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.
598	A Silent Voice: The Movie	https://www.imdb.com/title/tt5323662/?ref_=adv_li_tt	2016	Animation, Drama	A young man is ostracized by his classmates after he bullies a deaf girl to the point where she moves away. Years later, he sets off on a path for redemption.
599	Rebel Without a Cause	https://www.imdb.com/title/tt0048545/?ref_=adv_li_tt	1955	Drama	A rebellious young man with a troubled past comes to a new town, finding friends and enemies.
600	Klaus	https://www.imdb.com/title/tt4729430/?ref_=adv_li_tt	2019	Animation, Adventure, Comedy	A simple act of kindness always sparks another, even in a frozen, faraway place. When Smeerensburg's new postman, Jesper, befriends toymaker Klaus, their gifts melt an age-old feud and deliver a sleigh full of holiday traditions.
601	Hotel Rwanda	https://www.imdb.com/title/tt0395169/?ref_=adv_li_tt	2004	Biography, Drama, History	Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.
602	Star Trek II: The Wrath of Khan	https://www.imdb.com/title/tt0084726/?ref_=adv_li_tt	1982	Action, Adventure, Sci-Fi	With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon.
603	50/50	https://www.imdb.com/title/tt1306980/?ref_=adv_li_tt	2011	Comedy, Drama, Romance	Inspired by a true story, a comedy centered on a 27-year-old guy who learns of his cancer diagnosis and his subsequent struggle to beat the disease.
604	How to Train Your Dragon 2	https://www.imdb.com/title/tt1646971/?ref_=adv_li_tt	2014	Animation, Action, Adventure	When Hiccup and Toothless discover an ice cave that is home to hundreds of new wild dragons and the mysterious Dragon Rider, the two friends find themselves at the center of a battle to protect the peace.
605	Invasion of the Body Snatchers	https://www.imdb.com/title/tt0049366/?ref_=adv_li_tt	1956	Drama, Horror, Sci-Fi	A small-town doctor learns that the population of his community is being replaced by emotionless alien duplicates.
606	Shoplifters	https://www.imdb.com/title/tt8075192/?ref_=adv_li_tt	2018	Crime, Drama, Thriller	On the margins of Tokyo, a dysfunctional band of outsiders are united by loyalty, a penchant for petty theft and playful grifting. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.
607	Charade	https://www.imdb.com/title/tt0056923/?ref_=adv_li_tt	1963	Comedy, Mystery, Romance	Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
608	Searching	https://www.imdb.com/title/tt7668870/?ref_=adv_li_tt	III 2018	Drama, Mystery, Thriller	After his teenage daughter goes missing, a desperate father tries to find clues on her laptop.
609	A Fistful of Dollars	https://www.imdb.com/title/tt0058461/?ref_=adv_li_tt	1964	Action, Drama, Western	A wandering gunfighter plays two rival families against each other in a town torn apart by greed, pride, and revenge.
610	21 Grams	https://www.imdb.com/title/tt0315733/?ref_=adv_li_tt	2003	Crime, Drama, Thriller	A freak accident brings together a critically ill mathematician, a grieving mother, and a born-again ex-con.
611	The Wild Bunch	https://www.imdb.com/title/tt0065214/?ref_=adv_li_tt	1969	Action, Adventure, Drama	An aging group of outlaws look for one last big score as the "traditional" American West is disappearing around them.
612	Dial M for Murder	https://www.imdb.com/title/tt0046912/?ref_=adv_li_tt	1954	Crime, Thriller	A former tennis star arranges the murder of his adulterous wife.
613	8½	https://www.imdb.com/title/tt0056801/?ref_=adv_li_tt	1963	Drama	A harried movie director retreats into his memories and fantasies.
614	Breaking the Waves	https://www.imdb.com/title/tt0115751/?ref_=adv_li_tt	1996	Drama	Oilman Jan is paralyzed in an accident. His wife, who prayed for his return, feels guilty; even more, when Jan urges her to have sex with another.
615	Nausicaä of the Valley of the Wind	https://www.imdb.com/title/tt0087544/?ref_=adv_li_tt	1984	Animation, Adventure, Sci-Fi	Warrior and pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
616	The Last King of Scotland	https://www.imdb.com/title/tt0455590/?ref_=adv_li_tt	2006	Biography, Drama, History	Based on the events of the brutal Ugandan dictator Idi Amin's regime as seen by his personal physician during the 1970s.
617	All That Jazz	https://www.imdb.com/title/tt0078754/?ref_=adv_li_tt	1979	Drama, Music, Musical	Director/choreographer Bob Fosse tells his own life story as he details the sordid career of Joe Gideon, a womanizing, drug-using dancer.
618	My Fair Lady	https://www.imdb.com/title/tt0058385/?ref_=adv_li_tt	1964	Drama, Family, Musical	In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society.
619	Witness for the Prosecution	https://www.imdb.com/title/tt0051201/?ref_=adv_li_tt	1957	Crime, Drama, Mystery	A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
